Nodes : 20218  Edges : 20328
Highest degree : 157  Highest weight : 116
Id : Loindumondeeee  	Deg : 1 	Best weight(s) : [('moumoux2_0', 13)]
Id : baesssic        	Deg : 1 	Best weight(s) : [('Mvqiikz', 12)]
Id : asmae_ahh       	Deg : 1 	Best weight(s) : [('mb_hsm', 11)]
Id : Seihuko         	Deg : 1 	Best weight(s) : [('ReoziaXBL', 11)]
Id : moha_zubayr     	Deg : 1 	Best weight(s) : [('Rda_zk', 13)]
Id : wewecdjena      	Deg : 2 	Best weight(s) : [('Chat3al', 16)]
Id : Omzrely         	Deg : 2 	Best weight(s) : [('franchementyes', 14)]
Id : DisSlaughterBoi 	Deg : 3 	Best weight(s) : [('babygirlxxxxx_', 18)]
Id : SaoPauloPV      	Deg : 3 	Best weight(s) : [('UniaoEuropeiaPV', 14)]
Id : UniaoEuropeiaPV 	Deg : 1 	Best weight(s) : [('SaoPauloPV', 14)]
Id : sjarlewis       	Deg : 9 	Best weight(s) : [('sjarlewis', 12)]
Id : KessouSarah     	Deg : 1 	Best weight(s) : [('HamzaMajjaoui', 12)]
Id : lomencheko      	Deg : 1 	Best weight(s) : [('OthmanLine', 12)]
Id : tropicocox      	Deg : 1 	Best weight(s) : [('babygirlxxxxx_', 12)]
Id : dem_toto        	Deg : 1 	Best weight(s) : [('johanhofman', 19)]
Id : CevatAkten      	Deg : 3 	Best weight(s) : [('CevatAkten', 12)]
Id : xela_wy         	Deg : 1 	Best weight(s) : [('zakya_ryn', 13)]
Id : sappyBlume      	Deg : 2 	Best weight(s) : [('sappyBlume', 18)]
