,user,user_id,location,is_reply_to,reply_id,is_quoted,is_rt,time
5759,GeertWachter,1189507088906625027,Durbuy,VTMNIEUWS,167309264,False,False,2020-12-29 17:33:20
5760,BlogDoQuintao,1240041886850650114,Elsene,,,False,False,2020-12-29 17:33:11
5761,baronjona,1300841490562908160,Mol,ZXglizzy,1233804814406033413,False,False,2020-12-29 17:32:57
5762,edushiii,796511209310879744,Ans,,,True,False,2020-12-29 17:32:16
5763,DanCimpean,544273219,Brussels,,,False,False,2020-12-29 17:32:00
5764,CindyDslr,381088479,Braine-le-Comte,barbarafaith,27897423,False,False,2020-12-29 17:31:39
5765,petsandpinups,472041827,Merchtem,bdmol,141563848,False,False,2020-12-29 17:31:29
5766,BlogDoQuintao,1240041886850650114,Elsene,BlogDoQuintao,1240041886850650114,False,False,2020-12-29 17:31:10
5767,EricGordonFr1,1296570216617582594,Frameries,,,False,False,2020-12-29 17:31:08
5768,KabongoRichard4,909761210555432960,Mons,m_duciel,1082537604686454784,False,False,2020-12-29 17:30:51
5769,Cedricxss,1077589630374039552,Incourt,IstaceZo,1029664246169260032,False,False,2020-12-29 17:30:20
5770,soufiane945,1308821736817819656,Antwerp,,,False,False,2020-12-29 17:30:05
5771,josmagerotte,1564009650,Sainte-Ode,GordonG77513464,1272065684298743808,False,False,2020-12-29 17:29:45
5772,gcuisinier,67029560,Messancy,Saphoooo,786718448,False,False,2020-12-29 17:28:55
5773,rolandvanwerde,1538482177,Louvain,,,False,False,2020-12-29 17:28:52
5774,TCassimon,85569558,Rotselaar,,,True,False,2020-12-29 17:28:22
5775,DroverYvo,1285614436489854981,Ostend,janbiker,137973756,False,False,2020-12-29 17:28:05
5776,FlandersBTour,29983589,Poperinge,1418research,51427378,False,False,2020-12-29 17:27:55
5777,YoucefZYX,967327687277793281,Ghent,Electroversenet,1018425398869282817,False,False,2020-12-29 17:27:55
5778,DroverYvo,1285614436489854981,Ostend,ILindekens,1120808469643374594,False,False,2020-12-29 17:27:46
5779,dhiet_norb,1707146004,Jabbeke,fireondemand1,761076417287233536,False,False,2020-12-29 17:27:33
5780,27Brahimi,975047942338961408,Jette,,,False,False,2020-12-29 17:27:26
5781,petsandpinups,472041827,Merchtem,verlinden_kris,2718146866,False,False,2020-12-29 17:27:23
5782,UC4000,144920686,Liege,gerardfiloche,56107736,False,False,2020-12-29 17:27:16
5783,wernervaneyck,146167143,Tessenderlo,,,False,False,2020-12-29 17:27:02
5784,FlandersBTour,29983589,Poperinge,kegodden11,31366493,False,False,2020-12-29 17:27:00
5785,cyril123456789,42419833,Seraing,,,False,False,2020-12-29 17:26:51
5786,erik_leus,1412772067,Westerlo,,,True,False,2020-12-29 17:26:46
5787,GouverneurNamur,3293915465,Namur,,,False,False,2020-12-29 17:26:44
5788,sna_bxl,1321142175036559362,Ukkel,,,False,False,2020-12-29 17:26:32
5789,YoucefZYX,967327687277793281,Ghent,lostt_traveler,1275053539862016001,False,False,2020-12-29 17:26:30
5790,petsandpinups,472041827,Merchtem,petsandpinups,472041827,False,False,2020-12-29 17:26:16
5791,rondjewesthoek,1719408200,Poperinge,,,False,False,2020-12-29 17:25:46
5792,MiguelTeirlinck,805547008526348288,Beernem,zoute_chips,2359845253,False,False,2020-12-29 17:25:40
5793,Morgane687,2830227304,Namur,rwarmont,19776056,False,False,2020-12-29 17:25:26
5794,FlandersBTour,29983589,Poperinge,jpgodbout,15097006,False,False,2020-12-29 17:25:08
5795,xjwoowx,920355585186500614,Mechelen,,,True,False,2020-12-29 17:25:07
5796,petsandpinups,472041827,Merchtem,JustMe0095,56653429,False,False,2020-12-29 17:24:39
5797,MangalaOrland,1335958213552902145,Etterbeek,NezukoYai,1308305068928782337,False,False,2020-12-29 17:24:38
5798,michelfcbweb,210756789,Bruges,,,False,False,2020-12-29 17:24:29
5799,Scorpionng,85040331,Dessel,,,False,False,2020-12-29 17:24:17
5800,MiguelTeirlinck,805547008526348288,Beernem,EmilieBeelen,1004218970,False,False,2020-12-29 17:24:17
5801,petsandpinups,472041827,Merchtem,Belgianbaguette,3038055448,False,False,2020-12-29 17:24:12
5802,YoucefZYX,967327687277793281,Ghent,MAstronomers,750683331260321792,False,False,2020-12-29 17:24:05
5803,benjamin_dhont,1109002022576144384,Kortrijk,,,False,False,2020-12-29 17:23:51
5804,SUGIJJBA2,1309910131124121600,Brussels,,,True,False,2020-12-29 17:23:45
5805,MangalaOrland,1335958213552902145,Etterbeek,,,True,False,2020-12-29 17:23:38
5806,petsandpinups,472041827,Merchtem,petsandpinups,472041827,False,False,2020-12-29 17:23:36
5807,valeriaam15,2428765406,Charleroi,,,True,False,2020-12-29 17:23:34
5808,CeulemansSarah,1686896659,Lier,,,False,False,2020-12-29 17:23:29
5809,CelasMazzola,285618663,Brussels,,,False,False,2020-12-29 17:23:23
5810,_LeM67,1319312676,Mons,proximus,1583273208,False,False,2020-12-29 17:23:07
5811,_Llkj11,1264716128,Sint-Pieters-Woluwe,,,False,False,2020-12-29 17:23:06
5812,RAYOWAID,1214804553067048960,Brussels,tkitugra,1305466413092687872,False,False,2020-12-29 17:23:01
5813,CindyDslr,381088479,Braine-le-Comte,barbarafaith,27897423,False,False,2020-12-29 17:22:57
5814,EricGordonFr1,1296570216617582594,Frameries,HWZRD,831793469316333568,False,False,2020-12-29 17:22:39
5815,Ann_Wurman,736599486332588032,Boechout,ArmandVervaeck,866157062,False,False,2020-12-29 17:22:35
5816,petsandpinups,472041827,Merchtem,petsandpinups,472041827,False,False,2020-12-29 17:22:24
5817,soufiane945,1308821736817819656,Antwerp,,,True,False,2020-12-29 17:22:20
5818,PSwitten,382566391,Zonhoven,binance,877807935493033984,False,False,2020-12-29 17:22:16
5819,valeriaam15,2428765406,Charleroi,,,True,False,2020-12-29 17:22:15
5820,zazademokratt,1158410149436022784,Lochristi,ETemelkuran,73880716,False,False,2020-12-29 17:22:14
5821,Marielle_Schalk,778983308390703104,Hoogstraten,GeertvanderBerg,190191820,False,False,2020-12-29 17:22:01
5822,petsandpinups,472041827,Merchtem,,,False,False,2020-12-29 17:21:39
5823,Fgandoul,243366327,Genk,,,True,False,2020-12-29 17:21:33
5824,SUGIJJBA2,1309910131124121600,Brussels,,,False,False,2020-12-29 17:21:24
5825,PSwitten,382566391,Zonhoven,,,True,False,2020-12-29 17:21:14
5826,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-29 17:20:56
5827,YoucefZYX,967327687277793281,Ghent,ET_Exists,96466572,False,False,2020-12-29 17:20:26
5828,BrentCle,999528524,Geraardsbergen,,,False,False,2020-12-29 17:20:26
5829,realityglimpses,3992973797,Dison,Monika87581374,1268649056026406918,False,False,2020-12-29 17:20:07
5830,SrslyOlitz,107503845,Antwerp,,,True,False,2020-12-29 17:19:36
5831,realityglimpses,3992973797,Dison,AnulkaDub,1196886483380117508,False,False,2020-12-29 17:19:29
5832,YoucefZYX,967327687277793281,Ghent,lostt_traveler,1275053539862016001,False,False,2020-12-29 17:19:20
5833,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-29 17:19:19
5834,AndrewM_Fischer,1049840079357833216,Vorst,AndrewM_Fischer,1049840079357833216,False,False,2020-12-29 17:18:48
5835,GeertWachter,1189507088906625027,Durbuy,VTMNIEUWS,167309264,False,False,2020-12-29 17:18:44
5836,Marielle_Schalk,778983308390703104,Hoogstraten,GeertvanderBerg,190191820,False,False,2020-12-29 17:18:35
5837,realityglimpses,3992973797,Dison,szarapolka,1060964661347131392,False,False,2020-12-29 17:18:30
5838,BlogDoQuintao,1240041886850650114,Brussels,,,False,False,2020-12-29 17:18:26
5839,Curtiskabeya,1512033638,Soignies,AugustinDesign,1268274406893248514,False,False,2020-12-29 17:18:19
5840,AtomiixTV,1005568496980328450,Evergem,,,False,False,2020-12-29 17:18:11
5841,nietnuLaura,2228604475,Antwerp,lectrr,13157492,False,False,2020-12-29 17:17:43
5842,realityglimpses,3992973797,Verviers,Tamara10612,4544959281,False,False,2020-12-29 17:17:28
5843,GideonGnimako,1035586272,Brasschaat,Opresii,1155920655608680455,False,False,2020-12-29 17:17:23
5844,FlandersBTour,29983589,Poperinge,jpgodbout,15097006,False,False,2020-12-29 17:16:40
5845,GeertWachter,1189507088906625027,Durbuy,AviFlyGirl,2301628435,False,False,2020-12-29 17:16:30
5846,DNewtonC,1896835741,Oudergem,,,True,False,2020-12-29 17:16:21
5847,realityglimpses,3992973797,Verviers,realityglimpses,3992973797,True,False,2020-12-29 17:15:54
5848,Ceceboike,2525627904,Stekene,HenrikAngel,1267776795786596354,False,False,2020-12-29 17:15:48
5849,rgrilec,44965477,Sint-Lambrechts-Woluwe,JasaLorencic,44906110,False,False,2020-12-29 17:15:42
5850,pinkinourlives,1095589898,Antwerp,,,False,False,2020-12-29 17:15:36
5851,VedranBosnic,1517846558,Mons,,,False,False,2020-12-29 17:15:31
5852,dialassotiris,935940798121762816,Sint-Jans-Molenbeek,,,False,False,2020-12-29 17:15:30
5853,Alex_VanDun,536513917,Mortsel,Luuksoflex,983628456142495745,False,False,2020-12-29 17:15:22
5854,MaereFrank,842753972607897601,Waasmunster,Nieuwsblad_be,7762342,False,False,2020-12-29 17:14:57
5855,KabongoRichard4,909761210555432960,Mons,Detracteur_tlb,1105221731336273921,False,False,2020-12-29 17:14:42
5856,stephanvaningen,29051405,Ghent,shmuel_sokol,904349670574575616,False,False,2020-12-29 17:14:32
5857,leenvanheurck,957228128,Lille,VermeylenS,394247123,False,False,2020-12-29 17:14:23
5858,Clampin,7817182,Ottignies-Louvain-la-Neuve,Largo2106,3878571508,False,False,2020-12-29 17:14:06
5859,MonicaStoffels,482867442,Antwerp,MonicaStoffels,482867442,False,False,2020-12-29 17:14:01
5860,TwistMeDaddy,1123557363657715715,Brecht,,,False,False,2020-12-29 17:13:51
5861,wardmarkey,1032894392,Staden,,,True,False,2020-12-29 17:13:36
5862,EddyBSB,339629698,Brasschaat,ArbiterOfTweets,838758870575165440,False,False,2020-12-29 17:13:22
5863,Ann_Wurman,736599486332588032,Boechout,fireondemand1,761076417287233536,False,False,2020-12-29 17:12:39
5864,HaesenAnita,4794002597,Riemst,hkerkhofs,26544227,False,False,2020-12-29 17:12:35
5865,altijdgoedbezig,841722815065776128,Maasmechelen,DavidBoe,361423464,False,False,2020-12-29 17:12:29
5866,AndrewM_Fischer,1049840079357833216,Vorst,moontwerk,33031108,False,False,2020-12-29 17:11:55
5867,JaellePauwels,2322546161,Boechout,SASITJEE,2164891404,False,False,2020-12-29 17:11:45
5868,MaximDeDonder,322579422,Lokeren,Maxifoto_,459602300,False,False,2020-12-29 17:11:41
5869,Jujuca1987,66370407,Louvain,Jujuca1987,66370407,False,False,2020-12-29 17:11:13
5870,wardmarkey,1032894392,Staden,Ievaajj,295093419,False,False,2020-12-29 17:10:44
5871,DNewtonC,1896835741,Oudergem,,,True,False,2020-12-29 17:10:42
5872,RockChickie91,3948089901,Beringen,,,True,False,2020-12-29 17:10:40
5873,Jujuca1987,66370407,Louvain,Jujuca1987,66370407,False,False,2020-12-29 17:10:18
5874,BramK1983,54029061,Ostend,,,False,False,2020-12-29 17:09:55
5875,FransVerstrepe2,797418720729645060,Bruges,Jackschouwenaa2,831076850323640320,False,False,2020-12-29 17:09:38
5876,JaellePauwels,2322546161,Boechout,JaellePauwels,2322546161,False,False,2020-12-29 17:09:24
5877,BartStandaert,130075853,Koekelare,,,False,False,2020-12-29 17:09:03
5878,Ceceboike,2525627904,Stekene,HenrikAngel,1267776795786596354,False,False,2020-12-29 17:09:01
5879,Afazar1,2613348452,Meix-Devant-Virton,albcontact,31167189,False,False,2020-12-29 17:08:50
5880,stephanvaningen,29051405,Ghent,christorrella,1011677572793544704,False,False,2020-12-29 17:08:28
5881,dialassotiris,935940798121762816,Sint-Jans-Molenbeek,Eriksen241,1290581839736905728,False,False,2020-12-29 17:08:20
5882,SermonKaren,1063717448963289088,Halle,joyce_leyden,547764791,False,False,2020-12-29 17:08:12
5883,Jujuca1987,66370407,Louvain,,,False,False,2020-12-29 17:08:09
5884,BlogDoQuintao,1240041886850650114,Elsene,BlogDoQuintao,1240041886850650114,False,False,2020-12-29 17:07:59
5885,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-29 17:07:57
5886,wardmarkey,1032894392,Staden,Ievaajj,295093419,False,False,2020-12-29 17:07:54
5887,_iremnur,1203662099353948160,Houthalen-Helchteren,sumeyyeilbay,1089640740727283712,False,False,2020-12-29 17:07:53
5888,_queenstone,51036219,Charleroi,,,False,False,2020-12-29 17:07:52
5889,Ceceboike,2525627904,Stekene,HenrikAngel,1267776795786596354,False,False,2020-12-29 17:07:41
5890,AMcKinlay21,35529175,Rixensart,OrpheusEU,466369637,False,False,2020-12-29 17:07:28
5891,Doghouse_Bruges,728610057517187075,Bruges,,,False,False,2020-12-29 17:07:23
5892,DNewtonC,1896835741,Oudergem,LeftPeggers,482872269,False,False,2020-12-29 17:06:42
5893,ThereFrank,975885356,Kapellen,Nick_Wouters_,944930500380168192,False,False,2020-12-29 17:06:33
5894,LukokiA,637343617,Verviers,,,False,False,2020-12-29 17:06:29
5895,FransVerstrepe2,797418720729645060,Bruges,JohnVdSteen,1213613074336247808,False,False,2020-12-29 17:06:05
5896,VerhelstBr,2585840994,Koksijde,krannoot,337155332,False,False,2020-12-29 17:05:54
5897,DNewtonC,1896835741,Oudergem,LeftPeggers,482872269,False,False,2020-12-29 17:05:54
5898,wardmarkey,1032894392,Staden,Ievaajj,295093419,False,False,2020-12-29 17:05:49
5899,JaellePauwels,2322546161,Boechout,SASITJEE,2164891404,False,False,2020-12-29 17:05:45
5900,FransVerstrepe2,797418720729645060,Bruges,,,False,False,2020-12-29 17:05:31
5901,Afazar1,2613348452,Meix-Devant-Virton,albcontact,31167189,False,False,2020-12-29 17:05:28
5902,CatherineMols2,1226120319670407169,Poperinge,thedogman_918,933317624334897152,False,False,2020-12-29 17:05:22
5903,27Brahimi,975047942338961408,Jette,,,False,False,2020-12-29 17:05:17
5904,pierrezi,25475379,Louvain,,,False,False,2020-12-29 17:05:08
5905,jackeparrock,218901217,Brussels,_NatashaDevon,222725144,False,False,2020-12-29 17:05:08
5906,Lferda04,950408990080544769,Brussels,jevxdupoulett,1244001051788881921,False,False,2020-12-29 17:04:45
5907,pierrevergote,1168165922,Roeselare,NolfJan,482802074,False,False,2020-12-29 17:04:24
5908,exegeet,110138515,Diest,,,False,False,2020-12-29 17:04:09
5909,ThereFrank,975885356,Kapellen,,,False,False,2020-12-29 17:04:07
5910,JackyVandecast1,1324290998432878593,Tielt,Kleefsstra,64470156,False,False,2020-12-29 17:03:58
5911,__bol__,898090010,Kasterlee,,,False,False,2020-12-29 17:03:42
5912,ErrantStrategry,2229848017,Zaventem,,,False,False,2020-12-29 17:03:38
5913,Bart_Vercaemer,52514810,Dentergem,KayGee1247,1377845035,False,False,2020-12-29 17:03:35
5914,renatacuisine,1334326566625685505,Watermaal-Bosvoorde,,,False,False,2020-12-29 17:02:58
5915,Tuur2903,176149455,Sint-Niklaas,,,False,False,2020-12-29 17:02:55
5916,MonicaStoffels,482867442,Antwerp,HansRedMagic,163968789,False,False,2020-12-29 17:02:45
5917,vandoorslaerkev,728195656536444928,Sint-Jans-Molenbeek,,,False,False,2020-12-29 17:02:36
5918,myCarbe,899697872,Bruges,,,False,False,2020-12-29 17:02:34
5919,myCarbe,899697872,Bruges,,,False,False,2020-12-29 17:02:34
5920,myCarbe,899697872,Bruges,,,False,False,2020-12-29 17:02:33
5921,myCarbe,899697872,Bruges,,,False,False,2020-12-29 17:02:32
5922,CatherineMols2,1226120319670407169,Poperinge,InspectorDarren,1248656617220050952,False,False,2020-12-29 17:02:24
5923,JackyVandecast1,1324290998432878593,Tielt,SavenijeMarjan,1308793105404104710,False,False,2020-12-29 17:02:09
5924,seifyuu,1224465603865600000,Brussels,teacher_rifiya,1077680060155469825,False,False,2020-12-29 17:01:50
5925,BlogDoQuintao,1240041886850650114,Elsene,motta13_motta,4181697321,False,False,2020-12-29 17:01:44
5926,NielsVanhee,140454359,Ichtegem,,,False,False,2020-12-29 17:01:32
5927,JackyVandecast1,1324290998432878593,Tielt,KarenLiesens,1522298287,False,False,2020-12-29 17:01:31
5928,FransVerstrepe2,797418720729645060,Bruges,LucvanBalberghe,1017207086,False,False,2020-12-29 17:01:10
5929,DroverYvo,1285614436489854981,Ostend,fons_augustus,390755227,False,False,2020-12-29 17:01:03
5930,u_mml,2870412497,Baraque de Fraiture,,,False,False,2020-12-29 17:00:53
5931,ThereFrank,975885356,Kapellen,pietercleppe,79231168,False,False,2020-12-29 17:00:16
5932,BlogDoQuintao,1240041886850650114,Elsene,,,False,False,2020-12-29 17:00:13
5933,CatherineMols2,1226120319670407169,Poperinge,SussexEA465,1297586384174297089,False,False,2020-12-29 17:00:07
5934,GMossel,21496426,Wommelgem,JasmienO,248154394,False,False,2020-12-29 16:59:56
5935,OusbN,1114958052522889218,Brussels,Wilane29,2589786223,False,False,2020-12-29 16:59:53
5936,cengizhacioglu,180687369,Melle,KennethCalliauw,225450989,False,False,2020-12-29 16:59:38
5937,MarcWaumans,158040808,Bornem,PeterLasat,134065031,False,False,2020-12-29 16:59:19
5938,nicembabazi,402946852,Watermaal-Bosvoorde,sonittaaa,2515085385,False,False,2020-12-29 16:59:10
5939,Afazar1,2613348452,Meix-Devant-Virton,Arutabos,129148618,False,False,2020-12-29 16:59:07
5940,KabongoRichard4,909761210555432960,Mons,BetonDeLaRep,1147451000325885953,False,False,2020-12-29 16:59:06
5941,ThankGodForHops,2219993732,Antwerp,,,False,False,2020-12-29 16:58:43
5942,KabongoRichard4,909761210555432960,Mons,kongolaise,1086748825648316419,False,False,2020-12-29 16:58:20
5943,BMWVandenBroeck,4329597256,Dilbeek,,,False,False,2020-12-29 16:58:19
5944,Cedricxss,1077589630374039552,Incourt,,,False,False,2020-12-29 16:57:31
5945,curlyto2,1323419712915689480,Brussels,,,False,False,2020-12-29 16:57:29
5946,FransVerstrepe2,797418720729645060,Bruges,CosijnsPaul,1886344766,False,False,2020-12-29 16:57:27
5947,J34N_JGY,918945123903385600,Jalhay,earthmemea,1188851262957248512,False,False,2020-12-29 16:57:18
5948,najulves,546188467,Belgium,,,False,False,2020-12-29 16:56:59
5949,ManonJacob4,951615214742589441,Ostend,,,False,False,2020-12-29 16:56:47
5950,JackyVandecast1,1324290998432878593,Tielt,Lovely_Ava77,1326324580533854210,False,False,2020-12-29 16:56:32
5951,cengizhacioglu,180687369,Melle,KennethCalliauw,225450989,False,False,2020-12-29 16:56:29
5952,mi_amigo10,725398058532483072,Wielsbeke,,,False,False,2020-12-29 16:56:24
5953,Jujuca1987,66370407,Louvain,desrraigado,1220384822683717639,False,False,2020-12-29 16:56:24
5954,PoolpioVR,3677182575,Elsene,,,False,False,2020-12-29 16:56:22
5955,burakbaIci,898244456582926338,Schaarbeek,,,False,False,2020-12-29 16:56:18
5956,Cedricxss,1077589630374039552,Incourt,,,True,False,2020-12-29 16:55:51
5957,JackyVandecast1,1324290998432878593,Tielt,JacqWJ,1184723921842642945,False,False,2020-12-29 16:55:51
5958,Eurocentrique,18764018,Koekelberg,,,False,False,2020-12-29 16:55:34
5959,JackyVandecast1,1324290998432878593,Tielt,AnitaKuipers5,859443830516482048,False,False,2020-12-29 16:55:31
5960,CruzCarnal,1172157146944999424,Lokeren,,,True,False,2020-12-29 16:55:24
5961,RomydeRave,548591530,Antwerp,,,True,False,2020-12-29 16:55:12
5962,JackyVandecast1,1324290998432878593,Tielt,Noor0000l,1145644425613324288,False,False,2020-12-29 16:55:08
5963,karim_saan7,1185598734685605888,Vorst,,,False,False,2020-12-29 16:55:05
5964,FBonertz,1143797914843648001,Vorst,lijukic,1085467444968411136,False,False,2020-12-29 16:54:45
5965,ferhuncalisan,1344942926,Antwerp,,,False,False,2020-12-29 16:54:39
5966,seifyuu,1224465603865600000,Brussels,teacher_rifiya,1077680060155469825,False,False,2020-12-29 16:54:31
5967,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-29 16:54:28
5968,ayk0032,1214943357434241024,Tessenderlo,,,False,False,2020-12-29 16:54:19
5969,Tuur2903,176149455,Sint-Niklaas,stefanodenswil,173242708,False,False,2020-12-29 16:54:13
5970,FransVerstrepe2,797418720729645060,Bruges,Kuifjesdream,948861000647880706,False,False,2020-12-29 16:53:50
5971,JackyVandecast1,1324290998432878593,Tielt,JacqWJ,1184723921842642945,False,False,2020-12-29 16:53:49
5972,JackyVandecast1,1324290998432878593,Tielt,Lovely_Ava77,1326324580533854210,False,False,2020-12-29 16:53:25
5973,JackyVandecast1,1324290998432878593,Tielt,AnitaVMe,1612807160,False,False,2020-12-29 16:52:58
5974,JackyVandecast1,1324290998432878593,Tielt,Britta_World,1267582159876915201,False,False,2020-12-29 16:52:46
5975,eddychristiaens,223947772,Lille,bela_fouad,1545992359,False,False,2020-12-29 16:52:39
5976,meinertttt,127246601,Blankenberge,studio_caro,1106609658,False,False,2020-12-29 16:52:28
5977,celikbetul75,1107672971366273027,Heusden-Zolder,,,False,False,2020-12-29 16:52:22
5978,JackyVandecast1,1324290998432878593,Tielt,GambitGj,1338607886293987329,False,False,2020-12-29 16:52:10
5979,FransVerstrepe2,797418720729645060,Bruges,tomcoenen,190255834,False,False,2020-12-29 16:51:38
5980,cengizhacioglu,180687369,Melle,,,False,False,2020-12-29 16:51:26
5981,JackyVandecast1,1324290998432878593,Tielt,Lovely_Ava77,1326324580533854210,False,False,2020-12-29 16:50:45
5982,victorius,9385192,Elsene,,,True,False,2020-12-29 16:50:23
5983,ThereFrank,975885356,Kapellen,joncoopertweets,27493883,False,False,2020-12-29 16:50:20
5984,JackyVandecast1,1324290998432878593,Tielt,denachtzuster,968036598037217280,False,False,2020-12-29 16:50:10
5985,Afazar1,2613348452,Meix-Devant-Virton,Zaha_Boo,501802653,False,False,2020-12-29 16:49:31
5986,_Llkj11,1264716128,Kraainem,,,True,False,2020-12-29 16:49:27
5987,Lferda04,950408990080544769,Etterbeek,jevxdupoulett,1244001051788881921,False,False,2020-12-29 16:49:19
5988,JackyVandecast1,1324290998432878593,Tielt,Marieke_Luiten,845690381710901248,False,False,2020-12-29 16:49:19
5989,JackyVandecast1,1324290998432878593,Tielt,AnitaVMe,1612807160,False,False,2020-12-29 16:49:08
5990,baronjona,1300841490562908160,Mol,baronjona,1300841490562908160,False,False,2020-12-29 16:49:06
5991,MangalaOrland,1335958213552902145,Etterbeek,,,True,False,2020-12-29 16:49:06
5992,JackyVandecast1,1324290998432878593,Tielt,j_flamingo,524257346,False,False,2020-12-29 16:48:44
5993,GeertWachter,1189507088906625027,Durbuy,AviFlyGirl,2301628435,False,False,2020-12-29 16:48:43
5994,guigeuns,965638894007013376,Peer,hensensnode,56402759,False,False,2020-12-29 16:48:34
5995,JaellePauwels,2322546161,Boechout,JaellePauwels,2322546161,False,False,2020-12-29 16:48:16
5996,FransVerstrepe2,797418720729645060,Bruges,Kuifjesdream,948861000647880706,False,False,2020-12-29 16:47:57
5997,JackyVandecast1,1324290998432878593,Tielt,Britta_World,1267582159876915201,False,False,2020-12-29 16:47:53
5998,_tnsb,1136728126279602176,Vilvoorde,dvvid___,4928082201,False,False,2020-12-29 16:47:41
5999,trouwschmidt,417752930,Sint-Jans-Molenbeek,timdewit,23610028,False,False,2020-12-29 16:47:40
6000,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-29 16:47:14
6001,_tnsb,1136728126279602176,Vilvoorde,ous920,1196197777593815042,False,False,2020-12-29 16:47:14
6002,leontienvp,717268767567429633,Ghent,,,True,False,2020-12-29 16:47:13
6003,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-29 16:46:54
6004,JaellePauwels,2322546161,Boechout,,,False,False,2020-12-29 16:46:36
6005,GeertWachter,1189507088906625027,Durbuy,AP,51241574,False,False,2020-12-29 16:46:26
6006,_tnsb,1136728126279602176,Vilvoorde,,,False,False,2020-12-29 16:46:20
6007,Lferda04,950408990080544769,Elsene,jevxdupoulett,1244001051788881921,False,False,2020-12-29 16:46:18
6008,JanePoels,563000158,Ghent,ferre_beyens,815931877509001216,False,False,2020-12-29 16:46:16
6009,KarenLiesens,1522298287,Riemst,,,True,False,2020-12-29 16:45:53
6010,trouwschmidt,417752930,Sint-Jans-Molenbeek,,,True,False,2020-12-29 16:45:43
6011,HeidiTiebergyn,65778270,Sport-​ en Natuurcentrum De Gavers​,,,False,False,2020-12-29 16:45:41
6012,JackyVandecast1,1324290998432878593,Tielt,AnitaKuipers5,859443830516482048,False,False,2020-12-29 16:45:36
6013,CatherineMols2,1226120319670407169,Poperinge,CatherineMols2,1226120319670407169,False,False,2020-12-29 16:45:16
6014,JackyVandecast1,1324290998432878593,Tielt,Britta_World,1267582159876915201,False,False,2020-12-29 16:45:10
6015,FransVerstrepe2,797418720729645060,Bruges,ferre_beyens,815931877509001216,False,False,2020-12-29 16:45:09
6016,CatherineMols2,1226120319670407169,Poperinge,CatherineMols2,1226120319670407169,False,False,2020-12-29 16:45:07
6017,Ceceboike,2525627904,Stekene,Ceceboike,2525627904,False,False,2020-12-29 16:45:04
6018,CatherineMols2,1226120319670407169,Poperinge,,,False,False,2020-12-29 16:44:56
6019,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-29 16:44:53
6020,Dacosta_Stepha,981407769168400387,Schaarbeek,naobotox,317921165,False,False,2020-12-29 16:44:50
6021,johanfocquet,60324205,Beveren,brvandewalle,97245946,False,False,2020-12-29 16:44:29
6022,axel_ronse,1053868090742792193,Kortrijk,JeremieVaneeckh,555067875,False,False,2020-12-29 16:44:28
6023,GeertWachter,1189507088906625027,Durbuy,,,False,False,2020-12-29 16:44:23
6024,GeertWachter,1189507088906625027,Durbuy,,,False,False,2020-12-29 16:44:23
6025,GeertWachter,1189507088906625027,Durbuy,,,False,False,2020-12-29 16:44:22
6026,GeertWachter,1189507088906625027,Durbuy,,,False,False,2020-12-29 16:44:22
6027,GeertWachter,1189507088906625027,Durbuy,,,False,False,2020-12-29 16:44:15
6028,GeertWachter,1189507088906625027,Durbuy,,,False,False,2020-12-29 16:44:15
6029,GeertWachter,1189507088906625027,Durbuy,,,False,False,2020-12-29 16:44:15
6030,GeertWachter,1189507088906625027,Durbuy,,,False,False,2020-12-29 16:44:15
6031,JackyVandecast1,1324290998432878593,Tielt,john_61,84919100,False,False,2020-12-29 16:44:02
6032,trouwschmidt,417752930,Sint-Jans-Molenbeek,timdewit,23610028,False,False,2020-12-29 16:43:59
6033,Ceceboike,2525627904,Stekene,HenrikAngel,1267776795786596354,False,False,2020-12-29 16:43:42
6034,JackyVandecast1,1324290998432878593,Tielt,AnitaKuipers5,859443830516482048,False,False,2020-12-29 16:43:36
6035,ferhuncalisan,1344942926,Antwerp,,,False,False,2020-12-29 16:43:35
6036,DepoorterSiegie,748427665,Turnhout,,,False,False,2020-12-29 16:43:32
6037,tinynews_be,29404934,Chièvres,,,False,False,2020-12-29 16:43:20
6038,stijn_wille,488343170,De Panne,,,True,False,2020-12-29 16:43:00
6039,FransVerstrepe2,797418720729645060,Bruges,StevePandelaers,930875635014209537,False,False,2020-12-29 16:42:53
6040,JackyVandecast1,1324290998432878593,Tielt,Britta_World,1267582159876915201,False,False,2020-12-29 16:42:48
6041,FransVerstrepe2,797418720729645060,Bruges,Lamo77310302,1326473406548758528,False,False,2020-12-29 16:42:23
6042,veysJ,220006758,Louvain,BogaerTim,1023936624613314560,False,False,2020-12-29 16:42:15
6043,CraigWinneker,419495021,Watermaal-Bosvoorde,jackeparrock,218901217,False,False,2020-12-29 16:42:14
