,user,user_id,location,is_reply_to,reply_id,is_quoted,is_rt,time
2969,cluyse,45165818,Waregem,vrtradio2,620835521,False,False,2020-12-30 07:44:50
2970,KALFA86952680,1317978643218501633,Nazareth,zgulesci,1027070324,False,False,2020-12-30 07:44:49
2971,Marielle_Schalk,778983308390703104,Hoogstraten,schmits_h,763376963763466241,False,False,2020-12-30 07:44:43
2972,BetVam,182127605,Zottegem,HelloFreshBE,2872607914,True,False,2020-12-30 07:44:31
2973,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-30 07:44:19
2974,laprincip3ssa,2879706275,Ghent,laprincip3ssa,2879706275,False,False,2020-12-30 07:43:56
2975,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:43:51
2976,FlatWorldBuzz,210827637,Kapellen,jdceulaer,292945752,False,False,2020-12-30 07:43:51
2977,JanePoels,563000158,Ghent,,,False,False,2020-12-30 07:43:42
2978,Insight963,781095517644267520,Schaarbeek,_12C9,1060154387253944321,False,False,2020-12-30 07:43:31
2979,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-30 07:43:06
2980,JCPoiron,1617058176,Arendonk,hanslaroes,132829614,False,False,2020-12-30 07:42:44
2981,BetVam,182127605,Zottegem,,,True,False,2020-12-30 07:42:13
2982,KivenMaurine,818414452429176833,Antwerp,ESheriff237,1478308063,False,False,2020-12-30 07:42:00
2983,JackyVandecast1,1324290998432878593,Tielt,Indra73,27835796,False,False,2020-12-30 07:41:52
2984,steventommeleyn,1145960598,Torhout,LindsayVandeke1,1336774701180461063,False,False,2020-12-30 07:41:51
2985,BetVam,182127605,Zottegem,Bogiemens,1176662150,False,False,2020-12-30 07:40:57
2986,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 07:40:50
2987,descheemaecker9,440712181,Knuffelduik,jenny68119220,1131876829076381696,False,False,2020-12-30 07:40:46
2988,KivenMaurine,818414452429176833,Antwerp,KelvinJam1,956480949176414210,False,False,2020-12-30 07:40:45
2989,JackyVandecast1,1324290998432878593,Tielt,Britta_World,1267582159876915201,False,False,2020-12-30 07:39:59
2990,KALFA86952680,1317978643218501633,Nazareth,Zeynep23447547,1314625716076662785,False,False,2020-12-30 07:39:53
2991,descheemaecker9,440712181,Koksijde,,,True,False,2020-12-30 07:39:44
2992,KALFA86952680,1317978643218501633,Nazareth,_RuMeySA_1907,1314911241333338113,False,False,2020-12-30 07:38:52
2993,KALFA86952680,1317978643218501633,Nazareth,46C_Kaya46,2719008371,False,False,2020-12-30 07:38:39
2994,FlandersBTour,29983589,Poperinge,JoJohook2003,631480771,True,False,2020-12-30 07:38:38
2995,JackyVandecast1,1324290998432878593,Tielt,DeReus64,336670606,False,False,2020-12-30 07:38:34
2996,KALFA86952680,1317978643218501633,Nazareth,ARZUTOPKAYA,580783670,False,False,2020-12-30 07:38:22
2997,JackyVandecast1,1324290998432878593,Tielt,EConfurius,718772974,False,False,2020-12-30 07:38:22
2998,JackyVandecast1,1324290998432878593,Tielt,El_Tigra,241477883,False,False,2020-12-30 07:38:08
2999,AdriVargasSalda,336634732,Brussels,,,False,False,2020-12-30 07:38:06
3000,KALFA86952680,1317978643218501633,De Pinte,__ZifOna__,1257345334310842371,False,False,2020-12-30 07:38:00
3001,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-30 07:37:54
3002,FRISEEMYRIAM,567171144,Gavere,RocioBasterra,498054844,False,False,2020-12-30 07:37:46
3003,BetVam,182127605,Zottegem,,,True,False,2020-12-30 07:37:45
3004,KALFA86952680,1317978643218501633,De Pinte,ilk_vuslat,1289680308644777984,False,False,2020-12-30 07:37:43
3005,FlatWorldBuzz,210827637,Kapellen,,,False,False,2020-12-30 07:37:31
3006,Morgane687,2830227304,Namur,salvaggioc1,3289506633,False,False,2020-12-30 07:37:25
3007,KALFA86952680,1317978643218501633,De Pinte,serpl12345,1087073749,False,False,2020-12-30 07:37:16
3008,JackyVandecast1,1324290998432878593,Tielt,JakobsNikki,1341086459126800385,False,False,2020-12-30 07:37:14
3009,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-30 07:37:01
3010,jasoncallewaert,120475475,Ghent,jasoncallewaert,120475475,False,False,2020-12-30 07:36:58
3011,KALFA86952680,1317978643218501633,De Pinte,Dilek__Dileeek,1202216281145008128,False,False,2020-12-30 07:36:35
3012,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:36:29
3013,KALFA86952680,1317978643218501633,De Pinte,NAZLICAN_3553_,1121853342228078592,False,False,2020-12-30 07:36:22
3014,FlandersBTour,29983589,Poperinge,sommecourt,27444295,False,False,2020-12-30 07:36:12
3015,KALFA86952680,1317978643218501633,De Pinte,Azra_Geldiiii,1278590968644743168,False,False,2020-12-30 07:36:06
3016,JackyVandecast1,1324290998432878593,Tielt,henkvanderzwaan,976686277,False,False,2020-12-30 07:35:51
3017,norpaulhus,2421454984,La Bruyère,,,False,False,2020-12-30 07:35:47
3018,KALFA86952680,1317978643218501633,De Pinte,AspurceSultan,1183071330259918851,False,False,2020-12-30 07:35:47
3019,JackyVandecast1,1324290998432878593,Tielt,Indra73,27835796,False,False,2020-12-30 07:35:36
3020,KALFA86952680,1317978643218501633,De Pinte,serpl12345,1087073749,False,False,2020-12-30 07:35:33
3021,KALFA86952680,1317978643218501633,De Pinte,HasanBa22606491,1338410463101669378,False,False,2020-12-30 07:35:15
3022,erwindemaeyer,96854954,Antwerp,,,True,False,2020-12-30 07:35:13
3023,KALFA86952680,1317978643218501633,De Pinte,gunebakan54,1332916578233577475,False,False,2020-12-30 07:35:02
3024,Morgane687,2830227304,Namur,Nexus_624,2898912507,False,False,2020-12-30 07:35:00
3025,KALFA86952680,1317978643218501633,Ghent,,,False,False,2020-12-30 07:34:45
3026,BetVam,182127605,Zottegem,,,True,False,2020-12-30 07:34:25
3027,david_vits,4289205510,Jette,,,False,False,2020-12-30 07:34:23
3028,pompomp1961,255898069,Antwerp,sporza,42418198,False,False,2020-12-30 07:34:16
3029,JackyVandecast1,1324290998432878593,Tielt,DeReus64,336670606,False,False,2020-12-30 07:34:11
3030,KristofDedecke2,921826268777275393,Menen,dovah_queen69,1051344907560935424,False,False,2020-12-30 07:33:36
3031,PabloDiscobar31,3253628302,Antwerp,,,False,False,2020-12-30 07:33:23
3032,JackyVandecast1,1324290998432878593,Tielt,jenny68119220,1131876829076381696,False,False,2020-12-30 07:32:15
3033,seymaaduu,1174054198083837953,Heusden-Zolder,,,False,False,2020-12-30 07:31:56
3034,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:31:55
3035,edlih,22143852,Holsbeek,,,True,False,2020-12-30 07:31:51
3036,CeulemansSarah,1686896659,Berlaar,,,False,False,2020-12-30 07:31:44
3037,JackyVandecast1,1324290998432878593,Tielt,Indra73,27835796,False,False,2020-12-30 07:31:29
3038,JackyVandecast1,1324290998432878593,Tielt,Marieke_Luiten,845690381710901248,False,False,2020-12-30 07:31:02
3039,dhiet_norb,1707146004,Jabbeke,fireondemand1,761076417287233536,False,False,2020-12-30 07:30:56
3040,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 07:30:47
3041,HaesenAnita,4794002597,Riemst,maxarmstrong,20055774,False,False,2020-12-30 07:30:45
3042,BetVam,182127605,Zottegem,,,False,False,2020-12-30 07:30:43
3043,GOENRI,113915864,Ukkel,PaulNeau,503367293,False,False,2020-12-30 07:30:34
3044,edlih,22143852,Holsbeek,,,False,False,2020-12-30 07:30:29
3045,jasoncallewaert,120475475,Ghent,,,False,False,2020-12-30 07:30:07
3046,JCPoiron,1617058176,Oud-Turnhout,,,True,False,2020-12-30 07:29:41
3047,CMiles1979,136174920,Begijnendijk,CoronaAanval,192529838,False,False,2020-12-30 07:29:27
3048,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-30 07:29:24
3049,BetVam,182127605,Zottegem,,,True,False,2020-12-30 07:28:26
3050,JackyVandecast1,1324290998432878593,Tielt,aramatesnjisuoc,976586758149287944,False,False,2020-12-30 07:28:10
3051,JackyVandecast1,1324290998432878593,Tielt,Sandra180920,615491012,False,False,2020-12-30 07:27:34
3052,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:27:08
3053,JackyVandecast1,1324290998432878593,Tielt,EConfurius,718772974,False,False,2020-12-30 07:26:16
3054,MaartenAlbersen,88089955,Louvain,kjdelay1,2650372144,False,False,2020-12-30 07:26:07
3055,axel_ronse,1053868090742792193,Kortrijk,devoscarl,144868757,False,False,2020-12-30 07:26:00
3056,JackyVandecast1,1324290998432878593,Tielt,Indra73,27835796,False,False,2020-12-30 07:25:47
3057,JCPoiron,1617058176,Oud-Turnhout,,,False,False,2020-12-30 07:25:41
3058,AliceMArzuffi,442248776,Herentals,,,True,False,2020-12-30 07:25:15
3059,samjsprs,69262746,Antwerp,,,False,False,2020-12-30 07:25:13
3060,JackyVandecast1,1324290998432878593,Tielt,huisop32,1296423373694803968,False,False,2020-12-30 07:25:11
3061,arguedasmfer,1442557260,Watermaal-Bosvoorde,,,False,False,2020-12-30 07:25:04
3062,CanibalSuicune,932144786,Mons,,,True,False,2020-12-30 07:24:52
3063,BetVam,182127605,Zottegem,Karinvr066,964723081,False,False,2020-12-30 07:24:16
3064,axel_ronse,1053868090742792193,Kortrijk,devoscarl,144868757,False,False,2020-12-30 07:24:02
3065,JackyVandecast1,1324290998432878593,Tielt,Marieke_Luiten,845690381710901248,False,False,2020-12-30 07:23:34
3066,vrije_gedachte,924391206108499968,Middelkerke,VALENTiNE_1_,2540716364,False,False,2020-12-30 07:23:29
3067,JackyVandecast1,1324290998432878593,Tielt,aramatesnjisuoc,976586758149287944,False,False,2020-12-30 07:23:22
3068,JackyVandecast1,1324290998432878593,Tielt,Sandra180920,615491012,False,False,2020-12-30 07:23:14
3069,JackyVandecast1,1324290998432878593,Tielt,Britta_World,1267582159876915201,False,False,2020-12-30 07:23:08
3070,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-30 07:22:59
3071,JackyVandecast1,1324290998432878593,Tielt,El_Tigra,241477883,False,False,2020-12-30 07:22:50
3072,PaulQuinnBxl,960304945,Ganshoren,Lewis_Derv,1488542611,False,False,2020-12-30 07:22:45
3073,martinbateman51,623173920,Hoeilaart,soapachu,21118184,False,False,2020-12-30 07:22:41
3074,JackyVandecast1,1324290998432878593,Tielt,henkvanderzwaan,976686277,False,False,2020-12-30 07:22:39
3075,JackyVandecast1,1324290998432878593,Tielt,VALENTiNE_1_,2540716364,False,False,2020-12-30 07:22:21
3076,lvsteenb,518798801,Deinze,kat_de_,1300711141,False,False,2020-12-30 07:22:07
3077,paraensesaudosa,249187218,Eghezée,,,True,False,2020-12-30 07:22:04
3078,JoVanobost,527338142,Brussels,GeorgesGilkinet,383682976,False,False,2020-12-30 07:21:59
3079,answle,558902027,Antwerp,18sndr,603859356,False,False,2020-12-30 07:21:56
3080,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:21:28
3081,BetVam,182127605,Zottegem,Bart03700632,1120152101101817856,False,False,2020-12-30 07:21:03
3082,realdonvelli,57600481,Ghent,henry_obidinma,343368071,False,False,2020-12-30 07:20:32
3083,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 07:20:13
3084,JCPoiron,1617058176,Oud-Turnhout,AfshinEllian1,254213445,False,False,2020-12-30 07:19:20
3085,JackyVandecast1,1324290998432878593,Tielt,Kleefsstra,64470156,False,False,2020-12-30 07:19:12
3086,KristofDedecke2,921826268777275393,Menen,DaphneLaat,752184246698184705,False,False,2020-12-30 07:18:50
3087,natachawaldmann,328957376,Ostend,Marliesvdwalle,51596975,False,False,2020-12-30 07:18:44
3088,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:18:34
3089,Extra_1988,700773768130527232,Zaventem,Pipimartinez_,325592096,False,False,2020-12-30 07:18:30
3090,Nonkel_Muziek,727996609,Antwerp,julianbelgium,310751265,False,False,2020-12-30 07:17:51
3091,veysJ,220006758,Louvain,TharusThijs,2878725191,False,False,2020-12-30 07:17:51
3092,itsmedunkin,17670550,Antwerp,,,False,False,2020-12-30 07:17:47
3093,paraensesaudosa,249187218,Eghezée,Pegaleso,544520299,False,False,2020-12-30 07:17:13
3094,Adem_Kirbas_,1317143713936777216,Brussels,,,False,False,2020-12-30 07:17:09
3095,natachawaldmann,328957376,Ostend,jelleflo,2190553926,False,False,2020-12-30 07:16:59
3096,u_mml,2870412497,Liege,senkimsinya_RTE,311972530,False,False,2020-12-30 07:16:45
3097,JackyVandecast1,1324290998432878593,Tielt,lodeweges_joke,981228666591109120,False,False,2020-12-30 07:16:39
3098,JackyVandecast1,1324290998432878593,Tielt,Indra73,27835796,False,False,2020-12-30 07:16:25
3099,laurentminguet,1269763724,Neupré,PHBonte,22376537,False,False,2020-12-30 07:16:17
3100,Znjeeahamdgmai2,1287415724324118534,Namur,M_F_Sdn,885173295129272321,False,False,2020-12-30 07:16:17
3101,JackyVandecast1,1324290998432878593,Tielt,VALENTiNE_1_,2540716364,False,False,2020-12-30 07:16:08
3102,arguedasmfer,1442557260,Watermaal-Bosvoorde,,,False,False,2020-12-30 07:15:58
3103,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 07:15:45
3104,jasoncallewaert,120475475,Ghent,FakePlasticRuby,99998777,False,False,2020-12-30 07:15:44
3105,Nonkel_Muziek,727996609,Antwerp,julianbelgium,310751265,False,False,2020-12-30 07:15:40
3106,natachawaldmann,328957376,Ostend,JogchumV,3007294972,False,False,2020-12-30 07:15:22
3107,JackyVandecast1,1324290998432878593,Tielt,_WonderLady,703674155187699712,False,False,2020-12-30 07:15:05
3108,JackyVandecast1,1324290998432878593,Tielt,VolgerGoede,1309429931940732929,False,False,2020-12-30 07:14:49
3109,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:14:27
3110,aacartugce,3326763035,Vilvoorde,,,False,False,2020-12-30 07:14:26
3111,newsforeveryone,120044869,Braives,AntoineKaburahe,99929653,False,False,2020-12-30 07:13:56
3112,HrProBe,728080721038843909,Bruges,,,False,False,2020-12-30 07:13:46
3113,Fricozoid,585564265,Ypres,RicooSou,2692982351,False,False,2020-12-30 07:13:33
3114,laurentminguet,1269763724,Neupré,marcelsel,35761322,False,False,2020-12-30 07:12:58
3115,JackyVandecast1,1324290998432878593,Tielt,lodeweges_joke,981228666591109120,False,False,2020-12-30 07:12:37
3116,JackyVandecast1,1324290998432878593,Tielt,Firefli32047251,1109579759833485312,False,False,2020-12-30 07:12:00
3117,jmgheraille,521476813,Braine-l'Alleud,,,True,False,2020-12-30 07:11:49
3118,jmgheraille,521476813,Braine-l'Alleud,,,False,False,2020-12-30 07:11:16
3119,JackyVandecast1,1324290998432878593,Tielt,ToniWijshijer,1305085113538170881,False,False,2020-12-30 07:11:12
3120,BartholomeJoel,1228447959043497984,Louvain,Georgie29964048,1319548828895399936,False,False,2020-12-30 07:11:06
3121,JackyVandecast1,1324290998432878593,Tielt,Mercy44,1160987626318548992,False,False,2020-12-30 07:10:55
3122,pvanthie,234933775,Boom,kennethdee,14676065,False,False,2020-12-30 07:10:22
3123,descheemaecker9,440712181,Koksijde,,,False,False,2020-12-30 07:10:06
3124,BetVam,182127605,Zottegem,jvanovertveldt,190955270,True,False,2020-12-30 07:09:54
3125,VandenboschAnne,311965073,Lubbeek,,,False,False,2020-12-30 07:09:48
3126,seifyuu,1224465603865600000,Brussels,,,False,False,2020-12-30 07:09:33
3127,JackyVandecast1,1324290998432878593,Tielt,_Cato1974_,1087569419763699712,False,False,2020-12-30 07:09:09
3128,JackyVandecast1,1324290998432878593,Tielt,VALENTiNE_1_,2540716364,False,False,2020-12-30 07:08:52
3129,JackyVandecast1,1324290998432878593,Tielt,JgHaar,716278179,False,False,2020-12-30 07:08:42
3130,JackyVandecast1,1324290998432878593,Tielt,_WonderLady,703674155187699712,False,False,2020-12-30 07:08:26
3131,Bobo_rola,359529286,Sint-Truiden,,,False,False,2020-12-30 07:08:21
3132,TEmbrechts,1050016440,Antwerp,,,False,False,2020-12-30 07:08:04
3133,seifyuu,1224465603865600000,Brussels,,,False,False,2020-12-30 07:07:55
3134,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:07:41
3135,BetVam,182127605,Zottegem,,,True,False,2020-12-30 07:07:41
3136,JackyVandecast1,1324290998432878593,Tielt,VolgerGoede,1309429931940732929,False,False,2020-12-30 07:06:31
3137,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:05:23
3138,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:04:49
3139,outdoorcreativo,1282230058200059904,Belgium,,,False,False,2020-12-30 07:04:46
3140,pvanthie,234933775,Boom,kennethdee,14676065,False,False,2020-12-30 07:04:31
3141,robbekurt,848241157968736257,Jabbeke,,,False,False,2020-12-30 07:04:24
3142,Restololivier,2828063921,Sint-Katelijne-Waver,,,False,False,2020-12-30 07:03:48
3143,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:03:26
3144,descheemaecker9,440712181,Koksijde,Mary77413149,1145054921672335360,False,False,2020-12-30 07:03:10
3145,JackyVandecast1,1324290998432878593,Tielt,Firefli32047251,1109579759833485312,False,False,2020-12-30 07:03:05
3146,JackyVandecast1,1324290998432878593,Tielt,Ingeborgvraagt,308538615,False,False,2020-12-30 07:02:50
3147,Wim_VDW,313876429,Louvain,JelleVdBerghe,524168320,False,False,2020-12-30 07:02:42
3148,realityglimpses,3992973797,Verviers,AuschwitzMuseum,586291040,False,False,2020-12-30 07:02:24
3149,BetVam,182127605,Zottegem,,,False,False,2020-12-30 07:02:19
3150,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 07:02:06
3151,CanibalSuicune,932144786,Mons,,,True,False,2020-12-30 07:01:53
3152,hadii_213,1227286145974915073,Waasmunster,,,True,False,2020-12-30 07:00:49
3153,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 07:00:48
3154,realityglimpses,3992973797,Dison,MuzeumAuschwitz,1239961987154575360,False,False,2020-12-30 07:00:42
3155,hadii_213,1227286145974915073,Waasmunster,,,True,False,2020-12-30 07:00:10
3156,JackyVandecast1,1324290998432878593,Tielt,VolgerGoede,1309429931940732929,False,False,2020-12-30 06:59:54
3157,tessadebergh,52515826,Zuienkerke,Sarahe_brown_,979081433821179906,False,False,2020-12-30 06:59:39
3158,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:59:09
3159,JackyVandecast1,1324290998432878593,Tielt,Britta_World,1267582159876915201,False,False,2020-12-30 06:58:40
3160,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:58:01
3161,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:57:16
3162,BetVam,182127605,Zottegem,Ingeborgvraagt,308538615,False,False,2020-12-30 06:56:08
3163,arda67623423,1100374631729512450,Belgium,SevdaHalit1,1319874241865650177,False,False,2020-12-30 06:56:08
3164,JackyVandecast1,1324290998432878593,Tielt,Brigittevdr,1284535970298290177,False,False,2020-12-30 06:55:52
3165,JackyVandecast1,1324290998432878593,Tielt,Britta_World,1267582159876915201,False,False,2020-12-30 06:55:23
3166,masinifernando1,916466970853298176,Tournai,masinifernando1,916466970853298176,False,False,2020-12-30 06:55:17
3167,pvanthie,234933775,Boom,slk8500,38405768,False,False,2020-12-30 06:54:46
3168,masinifernando1,916466970853298176,Tournai,,,False,False,2020-12-30 06:54:42
3169,JackyVandecast1,1324290998432878593,Tielt,Peter4075664551,1327906745663053824,False,False,2020-12-30 06:54:39
3170,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 06:54:28
3171,JackyVandecast1,1324290998432878593,Tielt,torfsrik,144113649,False,False,2020-12-30 06:53:36
3172,pierrevergote,1168165922,Roeselare,canvastv,40703188,False,False,2020-12-30 06:53:32
3173,JackyVandecast1,1324290998432878593,Tielt,SCEPTR_online,783601662904631296,False,False,2020-12-30 06:52:47
3174,ATFIELD_sport,1565740164,Brussels,,,True,False,2020-12-30 06:52:30
3175,NicolasDeru,81156437,Silly,HeywoodJublomy,1164321968742490112,False,False,2020-12-30 06:52:26
3176,JackyVandecast1,1324290998432878593,Tielt,Britta_World,1267582159876915201,False,False,2020-12-30 06:52:23
3177,JackyVandecast1,1324290998432878593,Tielt,Indra73,27835796,False,False,2020-12-30 06:52:06
3178,PJViaene,9560342,Roeselare,electrrricity,27067709,False,False,2020-12-30 06:51:58
3179,JackyVandecast1,1324290998432878593,Tielt,Brigittevdr,1284535970298290177,False,False,2020-12-30 06:51:54
3180,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:51:44
3181,JackyVandecast1,1324290998432878593,Tielt,EConfurius,718772974,False,False,2020-12-30 06:50:55
3182,JackyVandecast1,1324290998432878593,Tielt,Peter4075664551,1327906745663053824,False,False,2020-12-30 06:50:38
3183,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:49:49
3184,Ctje1986,92967909,Vilvoorde,stubru,26504260,False,False,2020-12-30 06:49:29
3185,descheemaecker9,440712181,Koksijde,,,True,False,2020-12-30 06:49:17
3186,hadii_213,1227286145974915073,Waasmunster,,,False,False,2020-12-30 06:49:14
3187,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:48:57
3188,PJViaene,9560342,Roeselare,aaiBoek,1419791,False,False,2020-12-30 06:48:47
3189,JackyVandecast1,1324290998432878593,Tielt,Suwanda7,356025861,False,False,2020-12-30 06:48:21
3190,AndyMarchal,308607519,Brussels,,,False,False,2020-12-30 06:48:12
3191,AlexWitzleben,253615321,Oudergem,,,False,False,2020-12-30 06:48:10
3192,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-30 06:47:55
3193,AndyMarchal,308607519,Brussels,,,False,False,2020-12-30 06:47:52
3194,AndyMarchal,308607519,Brussels,,,False,False,2020-12-30 06:47:32
3195,ingevdln,712189857095929856,Staden,SanCooreman,952454138,False,False,2020-12-30 06:46:51
3196,AndyMarchal,308607519,Ghent,,,False,False,2020-12-30 06:46:29
3197,AndyMarchal,308607519,Ghent,,,False,False,2020-12-30 06:45:56
3198,AlexWitzleben,253615321,Oudergem,,,False,False,2020-12-30 06:45:21
3199,sinttoon,1031549580,Turnhout,Knack,260169083,False,False,2020-12-30 06:45:11
3200,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 06:42:37
3201,JackyVandecast1,1324290998432878593,Tielt,j_flamingo,524257346,False,False,2020-12-30 06:42:23
3202,SchreursPeter71,796465374699094017,Beringen,Poodle_Soup,387825721,False,False,2020-12-30 06:41:54
3203,bravo_delta50,470390093,Ukkel,,,False,False,2020-12-30 06:41:47
3204,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:41:47
3205,AlexWitzleben,253615321,Oudergem,,,False,False,2020-12-30 06:41:05
3206,VeerleHeymans,763528482605391873,Gingelom,LettyvdGeest,132495044,False,False,2020-12-30 06:40:52
3207,SchreursPeter71,796465374699094017,Beringen,LindsayVandeke1,1336774701180461063,False,False,2020-12-30 06:40:49
3208,JackyVandecast1,1324290998432878593,Tielt,twintwice2x2,1132668686991613957,False,False,2020-12-30 06:40:41
3209,GOENRI,113915864,Ukkel,MainMorgan,302633435,False,False,2020-12-30 06:40:36
3210,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:40:29
3211,ozturkhuseyin6,1184134922837073920,Sint-Joost-ten-Node,,,False,False,2020-12-30 06:40:24
3212,descheemaecker9,440712181,Koksijde,33Li_lo,715997749070708737,False,False,2020-12-30 06:40:01
3213,descheemaecker9,440712181,Koksijde,,,True,False,2020-12-30 06:39:35
3214,JackyVandecast1,1324290998432878593,Tielt,schmoopiee,3367877679,False,False,2020-12-30 06:39:23
3215,JackyVandecast1,1324290998432878593,Tielt,Peter4075664551,1327906745663053824,False,False,2020-12-30 06:39:06
3216,JackyVandecast1,1324290998432878593,Tielt,Peter4075664551,1327906745663053824,False,False,2020-12-30 06:38:52
3217,KrcGenkLadies,2430656081,Diepenbeek,,,True,False,2020-12-30 06:38:14
3218,Steve_Zowietje,261357712,Zwijndrecht,Lord_Sugar,160926944,False,False,2020-12-30 06:38:13
3219,JackyVandecast1,1324290998432878593,Tielt,j_flamingo,524257346,False,False,2020-12-30 06:38:08
3220,JackyVandecast1,1324290998432878593,Tielt,twintwice2x2,1132668686991613957,False,False,2020-12-30 06:37:35
3221,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:36:58
3222,AlexWitzleben,253615321,Oudergem,,,False,False,2020-12-30 06:36:54
3223,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:36:08
3224,Jackie_mahieux,497275027,Diepenbeek,,,False,False,2020-12-30 06:35:59
3225,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 06:35:27
3226,CharlotteBRTL,1510585056,Floreffe,CharlotteBRTL,1510585056,False,False,2020-12-30 06:34:33
3227,ArtDigitimm,230701077,Bruges,,,False,False,2020-12-30 06:33:54
3228,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 06:33:37
3229,BeAirForce,2993087871,Beveren,,,False,False,2020-12-30 06:33:33
3230,GOENRI,113915864,Ukkel,YvesPDB,2365378849,False,False,2020-12-30 06:32:09
3231,JackyVandecast1,1324290998432878593,Tielt,,,False,False,2020-12-30 06:31:10
3232,fariss_noha,1076990441583710209,Halle,,,False,False,2020-12-30 06:30:56
3233,CelasMazzola,285618663,Brussels,,,True,False,2020-12-30 06:30:21
3234,vanhybrid,129896320,Lochristi,TechieLass,444592619,False,False,2020-12-30 06:28:49
3235,DNewtonC,1896835741,Oudergem,taru_sisko,805767464453804033,False,False,2020-12-30 06:27:46
3236,DNewtonC,1896835741,Oudergem,,,True,False,2020-12-30 06:27:26
3237,BeAirForce,2993087871,Beveren,,,False,False,2020-12-30 06:27:16
3238,DNewtonC,1896835741,Oudergem,LeftRig57257476,1168641808101990401,False,False,2020-12-30 06:26:01
3239,boecksken,463170780,Wichelen,trieske74,2873487922,False,False,2020-12-30 06:25:55
3240,GOENRI,113915864,Ukkel,bluedog1777,24426998,False,False,2020-12-30 06:25:29
3241,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 06:23:41
3242,DNewtonC,1896835741,Oudergem,PhilthyPierre,1029517671988187136,False,False,2020-12-30 06:23:28
3243,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-30 06:23:28
3244,JackyVandecast1,1324290998432878593,Tielt,Noor0000l,1145644425613324288,False,False,2020-12-30 06:22:58
3245,Curtiskabeya,1512033638,Soignies,,,False,False,2020-12-30 06:22:58
